Five_Month_Rank,RegionName,StateName,Most_Recent_Rent,Most_Recent_Sale,Sales_Per_Rent_Most_Recent,Five_Month_Rent,Five_Month_Sale,Five_Month_Avg,GRM,Percent_Rule
29,"Scranton, PA",PA,1179.26159667969,186301,157.98106249245,1204.98784179688,182358,151.335966782925,12.6113305652437,0.00660781452854755
30,"Cape Coral, FL",FL,2285.22509765625,339492,148.559544680385,2237.13139648437,342010.2,152.878905788665,12.7399088157221,0.00654112478658348
31,"Rome, GA",GA,1266.65454101563,183074,144.53348886525,1254.63540039062,191817,152.886647340158,12.7405539450132,0.00654079357090678
32,"Sebastian, FL",FL,2269.72631835938,345624,152.275627772527,2235.78627929687,342252.4,153.07921117918,12.7566009315984,0.00653256567169982
33,"Rockford, IL",IL,995.298522949219,150989,151.702224527167,1001.68751220703,153719.4,153.460433644928,12.7883694704107,0.00651633763992724
34,"Chicago, IL",IL,1873.91052246094,286914,153.109765146741,1873.25651855469,287586.6,153.522273725698,12.7935228104748,0.00651371280356834
35,"East Stroudsburg, PA",PA,1739.91723632813,268196,154.142964044654,1744.02556152344,269140,154.321132635752,12.8600943863127,0.00647999391217745
36,"Elizabeth City, NC",NC,1491.77893066406,239406,160.483564339811,1516.76752929687,234570.2,154.651385574386,12.8876154645322,0.0064661560986727
37,"Trenton, NJ",NJ,2318.65380859375,354202,152.761916715295,2310.86928710937,357458.4,154.685685596323,12.8904737996936,0.00646472229246641
38,"Utica, NY",NY,1155.64501953125,173778,150.373165689311,1152.73334960937,178318,154.691455799753,12.8909546499794,0.00646448114945981
39,"Myrtle Beach, SC",SC,1877.10961914063,288378,153.628747655145,1899.85654296875,293978.8,154.737367454399,12.8947806211999,0.00646256309287864
40,"Akron, OH",OH,1191.83093261719,179113,150.283899417411,1178.80520019531,182554.4,154.863924904431,12.9053270753693,0.00645728177570802
41,"Atlantic City, NJ",NJ,1848.84338378906,278785,150.78886748571,1802.10148925781,279518.2,155.106802622486,12.9255668852072,0.00644717048570652
42,"Beaumont, TX",TX,1261.0341796875,192414,152.584286056134,1267.38520507812,197684.2,155.977992490305,12.9981660408588,0.00641116085695329
43,"Lawton, OK",OK,987.222412109375,148976,150.90419157086,974.697631835938,152050.6,155.99771152988,12.9998092941567,0.0064103504480478
44,"Winston, NC",NC,1561.48950195313,244955,156.872652485725,1580.75666503906,246697.6,156.062982656413,13.0052485547011,0.00640766940999451
45,"Pittsburgh, PA",PA,1332.79699707031,202050,151.598480822013,1333.20122070313,208103.2,156.092866379351,13.0077388649459,0.00640644267220843
46,"Enterprise, AL",AL,1293.83935546875,198753,153.614897521797,1299.70598144531,202898.2,156.110845757878,13.0092371464898,0.00640570483841312
47,"Findlay, OH",OH,1194.93115234375,188718,157.932111511066,1190.84826660156,185957.2,156.155242624389,13.0129368853657,0.00640388361731389
48,"Port St. Lucie, FL",FL,2358.35400390625,364891,154.72274280944,2360.58486328125,369301.4,156.444873363572,13.0370727802977,0.00639202792971066
49,"Montgomery, AL",AL,1230.82568359375,186265,151.33337115305,1237.304296875,193963.2,156.762730469686,13.0635608724738,0.00637906725025675
50,"Macon, GA",GA,1101.10412597656,165467,150.273708086643,1121.34475097656,176208.2,157.140076543403,13.0950063786169,0.00636374896841669
51,"Erie, PA",PA,1038.31420898438,161815,155.84396187574,1042.73718261719,164423.2,157.684220665567,13.1403517221306,0.00634178864428613
52,"El Paso, TX",TX,1455.32299804688,226040,155.319472243178,1433.82292480469,227114,158.397523202481,13.1997936002068,0.00631323002899287
53,"St. Marys, GA",GA,1678.46276855469,269574,160.607673312961,1660.81967773438,264758,159.414055330301,13.2845046108584,0.00627297259283714
54,"Wichita Falls, TX",TX,1123.787109375,179052,159.329110030085,1133.40637207031,180705.2,159.435489735177,13.2862908112647,0.00627212925842927
55,"Greenville, NC",NC,1434.16796875,221454,154.412875496736,1427.35080566406,227589,159.448538577113,13.2873782147594,0.00627161596414617
56,"Valdosta, GA",GA,1340.1015625,207031,154.489037094903,1328.82248535156,211891,159.457717141158,13.2881430950965,0.00627125496293643
57,"Florence, AL",AL,1067.34594726563,169910,159.189249216979,1044.529296875,167256.6,160.126288942201,13.3438574118501,0.00624507072889799
58,"South Bend, IN",IN,1209.24865722656,188557,155.929054684633,1198.30336914062,192197,160.390936844178,13.3659114036815,0.00623476625098532
59,"Lansing, MI",MI,1105.33386230469,178048,161.080743178137,1116.1212890625,179824.6,161.115643758615,13.4263036465513,0.00620672193383163
60,"Tuscaloosa, AL",AL,1444.20629882813,232032,160.664027146453,1439.57678222656,233378,162.115701559898,13.5096417966582,0.00616843396646883
61,"Saginaw, MI",MI,927.757690429688,146524,157.933479303349,910.137707519531,147633.6,162.210178504039,13.5175148753366,0.00616484125239465
62,"Ocala, FL",FL,1621.017578125,258749,159.621341243745,1621.50661621094,263426.6,162.457924849893,13.5381604041577,0.00615543994498254
63,"Sumter, SC",SC,1221.71374511719,196741,161.03690474656,1195.74494628906,194953.8,163.039618611837,13.5866348843197,0.00613347852819008
64,"Youngstown, OH",OH,845.650756835938,134082,158.554815822169,832.251745605469,135811,163.18499867032,13.5987498891933,0.00612801426692587
65,"Amarillo, TX",TX,1371.22375488281,229887,167.650975401638,1378.9087890625,225109.2,163.251697128603,13.6043080940502,0.00612551059247023
66,"New Haven, CT",CT,1843.70776367188,300240,162.845764342854,1820.87734375,298036.8,163.677581591635,13.6397984659696,0.00610957218621996
67,"Naples, FL",FL,3486.2197265625,555335,159.294319795377,3367.68989257813,551582.4,163.786577028842,13.6488814190702,0.00610550643490098
68,"Greensboro, NC",NC,1444.79333496094,239689,165.898467414013,1436.71723632812,236184.2,164.391568520209,13.6992973766841,0.00608303703773633
69,"Kingsport, TN",TN,1163.17602539063,187419,161.126945456995,1140.51640625,187751.8,164.619990533345,13.7183325444454,0.00607459638868975
70,"Fayetteville, NC",NC,1377.53955078125,223434,162.197883809059,1369.02478027344,225393,164.637633480222,13.7198027900185,0.00607394542099106
71,"New Orleans, LA",LA,1594.0751953125,263924,165.565589864323,1600.9314453125,263881,164.829668860987,13.7358057384155,0.00606686894968755
72,"Sioux City, IA",IA,1117.29089355469,179328,160.502516430134,1130.18603515625,187140.4,165.583712927516,13.7986427439597,0.00603924131377431
73,"Hickory, NC",NC,1400.90222167969,232541,165.993740606095,1395.94311523438,231706.6,165.985703479828,13.8321419566523,0.00602461524718923
74,"Davenport, IA",IL,948.930297851563,153171,161.414384540981,953.076428222656,158334.2,166.129593924875,13.8441328270729,0.0060193971247062
75,"Alexandria, LA",LA,1116.23693847656,185393,166.087497743108,1126.79016113281,187453.8,166.360877531575,13.8634064609646,0.00601102864349943
76,"Lakeland, FL",FL,1859.47912597656,305193,164.128220498156,1862.83779296875,309997,166.411161063018,13.8675967552515,0.00600921232453459
77,"Wheeling, WV",OH,815.306945800781,135470,166.158280262096,788.381018066406,131456.2,166.741964846403,13.8951637372002,0.00599729048965668
78,"Lubbock, TX",TX,1353.55505371094,222070,164.064253900252,1334.69270019531,222624,166.797945300384,13.899828775032,0.00599527768881752
79,"Bangor, ME",ME,1321.32421875,223498,169.146979089987,1339.90607910156,223858.6,167.07036671563,13.9225305596358,0.00598550191550185
80,"Gainesville, FL",FL,1621.97009277344,282932,174.437248418193,1634.24482421875,273501.8,167.356687288728,13.946390607394,0.0059752616773226
81,"Weirton, WV",OH,735.36376953125,117272,159.474813499112,731.764428710938,122946.6,168.013906082563,14.0011588402136,0.00595188828898837
82,"Niles, MI",MI,1308.21142578125,214843,164.22651244748,1333.24118652344,224269,168.213375244433,14.0177812703694,0.00594483047823568
83,"Jonesboro, AR",AR,1238.13146972656,192323,155.333262018188,1206.24279785156,202956.4,168.255014961735,14.0212512468113,0.00594335925278317
84,"Columbus, GA",GA,1170.94677734375,189357,161.712729958188,1188.42978515625,200254.4,168.503349967513,14.0419458306261,0.00593460011443569
85,"Allentown, PA",PA,1672.52758789063,278483,166.504278922669,1662.38239746094,280121.4,168.505995027286,14.0421662522738,0.00593450695827215
86,"Cincinnati, OH",OH,1434.67712402344,238616,166.320349020984,1435.71394042969,241934.6,168.511702218057,14.0426418515047,0.00593430596710717
87,"Bloomington, IN",IN,1551.38562011719,271428,174.958434885775,1589.65004882812,267933,168.548417431571,14.0457014526309,0.00593301328626233
88,"Canton, OH",OH,995.760070800781,169165,169.885301650988,994.1716796875,167940.4,168.924948709854,14.0770790591545,0.00591978868507816
89,"Cape Girardeau, MO",MO,1087.82373046875,187082,171.978230259222,1127.60642089844,190970,169.358737641669,14.1132281368058,0.00590462596689762
90,"Memphis, TN",TN,1488.90441894531,243951,163.845977549591,1482.9513671875,251671.2,169.709678664182,14.1424732220152,0.00589241584729401
91,"New Bern, NC",NC,1491.39697265625,254130,170.397288354007,1500.49934082031,254832.8,169.831997300768,14.1526664417307,0.00588817193399089
92,"Kalamazoo, MI",MI,1274.92028808594,214432,168.192476034663,1305.52026367188,221952.8,170.010995751028,14.1675829792523,0.00588197248997028
93,"Columbia, SC",SC,1438.33813476563,239360,166.414276458716,1431.57360839844,243441.6,170.051751842749,14.1709793202291,0.00588056276494419
94,"Sebring, FL",FL,1331.98681640625,217343,163.172035430801,1311.67666015625,224485.2,171.143702422256,14.2619752018547,0.00584304292735668
95,"Shreveport, LA",LA,1172.5986328125,203342,173.41142511166,1176.09816894531,201460.6,171.295734760529,14.2746445633774,0.00583785697523641
96,"Bloomington, IL",IL,1108.67260742188,185075,166.933861954411,1094.64729003906,187833.8,171.592988635908,14.299415719659,0.00582774394192665
97,"Savannah, GA",GA,1783.34899902344,305967,171.568773228094,1799.38852539063,308949.6,171.696993528916,14.3080827940763,0.00582421380506926
98,"Detroit, MI",MI,1370.03308105469,227207,165.840521036974,1370.6650390625,235388.4,171.732986026257,14.3110821688548,0.00582299314266336
99,"Jackson, MS",MS,1353.60803222656,221858,163.901214175764,1358.829296875,233674,171.967148881318,14.3305957401098,0.00581506413582598
100,"Tampa, FL",FL,2090.146484375,357177,170.88610902159,2091.71728515625,362906.2,173.496773476675,14.4580644563896,0.00576379594825398
101,"Corsicana, TX",TX,1309.43518066406,224372,171.350215202109,1293.74807128906,224481.8,173.512761086732,14.4593967572277,0.00576326486730355
102,"New York, NY",NY,3068.361328125,528584,172.269150688001,3105.8798828125,539075.2,173.566016826074,14.4638347355062,0.00576149650885906
103,"Palm Bay, FL",FL,1966.95178222656,338180,171.931006675306,1979.78828125,344137.4,173.825354589289,14.4854462157741,0.00575290067644493
104,"Reading, PA",PA,1262.06042480469,227579,180.323378759951,1280.94799804688,223047.2,174.126662706129,14.5105552255108,0.00574294587893
105,"St. Joseph, MO",MO,860.057983398438,158395,184.167815493227,863.396911621094,150352.4,174.140534876019,14.5117112396682,0.00574248839141307
106,"Fort Smith, AR",AR,1057.58227539063,175684,166.118517762705,1012.15415039062,176351.6,174.233934556253,14.5194945463544,0.0057394100784491
107,"Lake Charles, LA",LA,1096.20068359375,182264,166.26882534179,1096.79321289063,191697.6,174.780074992237,14.5650062493531,0.00572147597513284
108,"Burlington, NC",NC,1430.85571289063,239506,167.386549071498,1460.38666992187,255921.6,175.242355515126,14.6035296262605,0.00570638300917888
109,"Mobile, AL",AL,1141.85095214844,201469,176.440716383279,1149.92705078125,201621,175.333730833639,14.6111442361366,0.00570340912296462
110,"Lafayette, IN",IN,1240.63757324219,216020,174.120149719043,1247.89411621094,218897.8,175.413760796191,14.6178133996826,0.00570080702597713
111,"Pensacola, FL",FL,1661.49108886719,290742,174.988600268828,1689.44501953125,296379.2,175.429917264921,14.6191597720768,0.00570028200201381
112,"Knoxville, TN",TN,1702.16625976563,301519,177.138395424144,1711.33940429688,301343.2,176.086169256303,14.6738474380252,0.00567903773603279
113,"Philadelphia, PA",PA,1794.00341796875,316064,176.178036693967,1800.20747070312,317300,176.257462078006,14.6881218398339,0.00567351865963796
114,"Champaign, IL",IL,1004.45971679688,166394,165.655224612306,985.42138671875,174074.2,176.649504817052,14.7207920680877,0.00566092727537309
115,"Hanford, CA",CA,1853.3603515625,321121,173.26420074179,1799.73942871094,318143.8,176.772145414334,14.7310121178612,0.00565699984947353
116,"Spartanburg, SC",SC,1387.75109863281,240015,172.95248422895,1380.59040527344,244280.4,176.939082777139,14.7449235647615,0.00565166261915994
117,"Athens, GA",GA,1771.056640625,296123,167.201315422357,1727.10905761719,305604.4,176.945629838586,14.7454691532155,0.00565145350530682
118,"Morgantown, WV",WV,1278.99792480469,229120,179.140243745891,1302.94030761719,231005.8,177.295766083454,14.7746471736211,0.0056402926143724
119,"Baton Rouge, LA",LA,1334.99279785156,240118,179.864640757934,1356.59919433594,240924.2,177.594237860309,14.7995198216924,0.00563081331944212
120,"Tullahoma, TN",TN,1382.99572753906,237464,171.702627326658,1381.63596191406,246360.8,178.310934856315,14.8592445713595,0.00560818101708576
121,"Deltona, FL",FL,1883.32763671875,325093,172.616274333656,1891.94765625,337465.8,178.369522478696,14.8641268732246,0.00560633894234616
122,"St. Louis, MO",MO,1309.43981933594,229286,175.102357981048,1309.23190917969,233701.6,178.502829301211,14.8752357751009,0.00560215209985592
123,"Flint, MI",MI,1002.13250732422,178660,178.27981698452,1008.74373779297,180127.2,178.565866881216,14.880488906768,0.00560017442003744
124,"Jefferson, GA",GA,1995.97265625,341499,171.094027230615,1959.84677734375,350147.8,178.660803511674,14.8884002926395,0.00559719860397167
125,"Ann Arbor, MI",MI,1892.65283203125,336281,177.677064863023,1918.07895507813,342731.8,178.684928007064,14.8904106672554,0.00559644291856818
